,SA000126-014,0.3003,,mg/L,2.3,0.0383,0.0012,0.0385,0.0373,0.039,
,PATRON,0.4926,,mg/L,7.3,0.0142,-0.0006,0.013,0.0147,0.0149,
,BLANCO,0.0055,,mg/L,>100,0.0002,-0.0005,-0.0001,-0.0011,0.0016,
,BLANCO REACTIVO,0,,mg/L,>100,0.0001,-0.0008,0.0005,-0.0008,0.0007,
,SA000126-015,0.256,,mg/L,2.4,0.0324,-0.0001,0.033,0.0326,0.0316,
,BLANCO REACTIVO,0,,mg/L,39.2,-0.0009,0.0002,-0.001,-0.0005,-0.0012,
,SA000126-016,-0.0025,,mg/L,66.6,-0.0003,0.0013,-0.0005,-0.0001,-0.0003,
,SA000126-017,0.3355,,mg/L,2.3,0.0428,0.0011,0.0439,0.042,0.0427,
,SA000126-018,0.4507,,mg/L,1.8,0.0585,0.0018,0.0578,0.0598,0.058,
,SA000126-019,0.4575,,mg/L,0.7,0.0596,0.0022,0.0596,0.06,0.0591,
,PATRON,0.487,,mg/L,3.2,0.014,0.001,0.0135,0.0144,0.0141,
,SA000126-029,0.6492,,mg/L,0.5,0.0862,0.0013,0.0863,0.0857,0.0865,
,SA000126-030,0.3491,,mg/L,2.3,0.0448,0.0016,0.0459,0.0439,0.0446,
,SA000126-031,0.2475,,mg/L,3.7,0.0314,0.001,0.0326,0.0303,0.0311,
,SA000126-032,0.4277,,mg/L,0.4,0.0553,0.0022,0.0551,0.0556,0.0554,
,SA000127-006,0.1498,,mg/L,4.3,0.0187,0.0009,0.0192,0.019,0.0177,
,PATRON,0.4975,,mg/L,5.4,0.0143,0.0005,0.0138,0.014,0.0152,
,BLANCO REACTIVO,0,,mg/L,>100,-0.001,-0.0001,0,-0.0003,-0.0027,
,BLANCO,-0.0341,,mg/L,61,-0.001,0.0017,-0.0016,-0.0007,-0.0005,
,SA000127-007,0.3007,,mg/L,2.4,0.0383,0.0009,0.0373,0.0383,0.0392,
,SA000127-008,0.3091,,mg/L,2.6,0.0394,0.0029,0.0383,0.0402,0.0399,
,SA000128-003,0.1191,,mg/L,4.8,0.0147,0.0008,0.0141,0.0146,0.0155,
,SA000128-004,0.118,,mg/L,5,0.0146,0.0015,0.0153,0.0138,0.0147,
,BLANCO REACTIVO,0,,mg/L,20.1,-0.0022,0.0007,-0.0026,-0.0022,-0.0018,
,SA000128-005,0.0071,,mg/L,>100,0.0009,0.002,0.0011,-0.0006,0.0021,
,PATRON,0.5094,,mg/L,8.5,0.0147,0.0019,0.0148,0.0158,0.0134,
,SA000128-007,0.1523,,mg/L,5.9,0.019,0.0035,0.0183,0.0203,0.0184,
,SA000128-008,0.1513,,mg/L,4.4,0.0188,0.0035,0.0192,0.0194,0.0179,
,SA000128-009,0.0772,,mg/L,11.1,0.0095,0.0033,0.0085,0.0094,0.0106,
,SA000129-006,0.2183,,mg/L,4.2,0.0274,0.0032,0.0288,0.027,0.0266,
,SA000129-007,0.2322,,mg/L,3.3,0.0293,0.0027,0.0285,0.0303,0.0289,
,PATRON,0.4955,,mg/L,1.4,0.0143,0.0023,0.0142,0.0145,0.0141,
,BLANCO,-0.0018,,mg/L,>100,-0.0001,0.0028,-0.0013,-0.0001,0.0012,
,BLANCO REACTIVO,0,,mg/L,40.2,-0.0025,0.0007,-0.0014,-0.0033,-0.0028,
,SA000129-012,0.2477,,mg/L,0.4,0.0313,0.003,0.0314,0.0313,0.0312,
,SA000129-013,0.1548,,mg/L,3.6,0.0193,0.0041,0.0194,0.0186,0.02,
,SA000129-014,0.2833,,mg/L,0.3,0.036,0.0038,0.0359,0.036,0.0361,
,SA000129-016,0.653,,mg/L,0.3,0.0867,0.0046,0.0867,0.0864,0.087,
,SA000129-017,0.1877,,mg/L,5.1,0.0235,0.0045,0.0247,0.0233,0.0224,
,BLANCO REACTIVO,0,,mg/L,27,-0.0034,0.0015,-0.0028,-0.0044,-0.0029,
,PATRON,0.4853,,mg/L,4.8,0.014,0.0046,0.0136,0.0136,0.0147,
,SA000129-018,0.3048,,mg/L,4.8,0.0388,0.0042,0.0371,0.0408,0.0387,
,SA000129-019,0.4066,,mg/L,1.6,0.0525,0.006,0.0532,0.0527,0.0516,
,SA000137-008,0.0714,,mg/L,2.2,0.0088,0.0041,0.0086,0.0088,0.0089,
,SA000137-009,0.0686,,mg/L,9.1,0.0084,0.0045,0.0082,0.0078,0.0093,
,SA000137-010,0.3374,,mg/L,1.4,0.0432,0.0037,0.0432,0.0438,0.0426,
,PATRON,0.503,,mg/L,3.7,0.0145,0.0044,0.0141,0.0143,0.0151,
,BLANCO,0.0278,,mg/L,>100,0.0008,0.0037,-0.0005,0.0009,0.0019,
,BLANCO REACTIVO,0,,mg/L,15.6,-0.003,0.0008,-0.0035,-0.003,-0.0025,
,SA000137-011,0.3372,,mg/L,1.6,0.0431,0.0026,0.0437,0.0433,0.0423,
,SA000137-012,0.2602,,mg/L,2.2,0.033,0.0032,0.0331,0.0336,0.0322,
,SA000137-013,0.1537,,mg/L,4.2,0.0191,0.0038,0.0184,0.02,0.019,
,SA000137-014,0.3358,,mg/L,0.9,0.0429,0.004,0.0434,0.0428,0.0427,
,SA000138-028,0.3237,,mg/L,2.8,0.0414,0.006,0.0405,0.0409,0.0427,
,PATRON,0.5007,,mg/L,4.3,0.0144,0.0031,0.0139,0.0151,0.0143,
,SA000138-029,0.2639,,mg/L,1.3,0.0334,0.0055,0.0329,0.0336,0.0337,
,SA000138-031,0.1353,,mg/L,1.9,0.0168,0.004,0.0164,0.017,0.0169,
,SA000138-032,0.981,,mg/L,1.2,0.1331,0.0047,0.132,0.1349,0.1324,
,SA000150-010,0.219,,mg/L,0,0.0276,0.0037,0.0276,0.0276,0.0276,
,SA000150-011,0.229,,mg/L,4.7,0.0289,0.0037,0.0304,0.0281,0.0281,
,PATRON,0.5182,,mg/L,5.1,0.0149,0.0028,0.0156,0.0151,0.0141,
,BLANCO,-0.018,,mg/L,51,-0.0005,0.0041,-0.0007,-0.0006,-0.0002,
,BLANCO REACTIVO,0,,mg/L,48.7,-0.0029,0.0004,-0.0038,-0.0036,-0.0013,
,SA000150-012,0.3223,,mg/L,0.3,0.0412,0.0037,0.0411,0.0413,0.0413,
,SA000150-013,0.2096,,mg/L,3.5,0.0263,0.004,0.0256,0.026,0.0274,
,SA000150-014,0.2072,,mg/L,2.8,0.026,0.0046,0.0267,0.0252,0.0262,
,SA000150-015,0.1942,,mg/L,1.5,0.0243,0.0035,0.0241,0.0247,0.0242,
,SA000150-016,0.0888,,mg/L,4.9,0.0109,0.0038,0.0115,0.0105,0.0107,
,PATRON,0.4826,,mg/L,5.1,0.0139,0.0033,0.0138,0.0132,0.0146,
,SA000150-017,0.0918,,mg/L,7,0.0113,0.0032,0.0122,0.0108,0.0109,
,SA000150-018,0.0666,,mg/L,4.1,0.0082,0.005,0.0081,0.0079,0.0085,
,SA000150-020,0.1479,,mg/L,2.8,0.0184,0.0046,0.0181,0.0181,0.019,
,SA000150-022,0.2008,,mg/L,13.9,0.0252,0.0058,0.0261,0.0281,0.0213,
,BLANCO REACTIVO,0,,mg/L,3.7,-0.0047,0.0019,-0.0048,-0.0045,-0.0048,
,SA000155-027,0.0007,,mg/L,>100,0.0001,0.0063,0.0019,-0.0015,-0.0001,
,PATRON,0.4907,,mg/L,4.2,0.0141,0.0061,0.0143,0.0135,0.0146,
,BLANCO REACTIVO,0,,mg/L,16.1,-0.0041,0.0012,-0.0043,-0.0034,-0.0047,
,BLANCO,0.0129,,mg/L,>100,0.0004,0.005,-0.0004,0.0018,-0.0004,
,SA000155-028,0.5543,,mg/L,2.4,0.0728,0.0061,0.0731,0.0709,0.0743,
,SA000155-029,0.8178,,mg/L,1.3,0.1098,0.005,0.1084,0.1113,0.1098,
,SA000155-030,0.8101,,mg/L,1.8,0.109,0.0053,0.1069,0.1108,0.1093,
,SA000155-032,0.9631,,mg/L,2,0.1304,0.0058,0.1297,0.1334,0.1282,
,SA000156-001,0.0414,,mg/L,79.3,0.0051,0.0066,0.0078,0.0069,0.0005,
,PATRON,0.4963,,mg/L,6.7,0.0143,0.004,0.0149,0.0132,0.0148,
,SA000156-002,0.3792,,mg/L,2.8,0.0489,0.0056,0.0477,0.0504,0.0487,
,SA000156-003,0.3974,,mg/L,0.3,0.0512,0.0054,0.0513,0.051,0.0513,
,SA000156-005,0.003,,mg/L,97.7,0.0004,0.005,0,0.0005,0.0006,
,SA000156-006,0.0495,,mg/L,1.7,0.0061,0.0054,0.0061,0.0062,0.006,
,SA000156-007,0.0648,,mg/L,7.9,0.0079,0.0042,0.0074,0.0079,0.0086,
,PATRON,0.4857,,mg/L,11.2,0.014,0.0044,0.0144,0.0153,0.0123,
,BLANCO REACTIVO,0,,mg/L,3.6,-0.0039,0.0005,-0.0038,-0.004,-0.0038,
,BLANCO,0.0154,,mg/L,>100,0.0004,0.0041,-0.0004,0.0007,0.001,
,SA000156-019,0.0978,,mg/L,4.8,0.0121,0.0046,0.0122,0.0126,0.0114,
,SA000156-020,0.5977,,mg/L,2.2,0.0789,0.0056,0.0791,0.077,0.0805,
,SA000156-021,0.0587,,mg/L,12.3,0.0072,0.0056,0.0068,0.0065,0.0082,
,SA000156-022,0.9531,,mg/L,1.7,0.1292,0.0061,0.1282,0.1278,0.1317,
,SA000156-023,0.0421,,mg/L,22.9,0.0052,0.0054,0.0039,0.0053,0.0063,
,BLANCO REACTIVO,0,,mg/L,13.3,-0.0053,0.0017,-0.0061,-0.0047,-0.0052,
,PATRON,0.4789,,mg/L,8.6,0.0138,0.0066,0.0124,0.0146,0.0143,
,SA000156-024,0.0593,,mg/L,14.8,0.0073,0.0072,0.006,0.008,0.0078,
,SA000156-025,0.1117,,mg/L,8.1,0.0138,0.0065,0.0138,0.015,0.0127,
,SA000156-029,0.1599,,mg/L,1.8,0.0199,0.0068,0.0198,0.0204,0.0197,
,SA000156-030,0.1693,,mg/L,3,0.0211,0.0062,0.0205,0.0211,0.0218,
,SA000156-031,0.0376,,mg/L,18.2,0.0058,0.0066,0.0064,0.0046,0.0065,15.47277937
,PATRON,0.5034,,mg/L,3.2,0.0145,0.005,0.014,0.0149,0.0147,
,BLANCO,0.0176,,mg/L,>100,0.0005,0.0063,-0.0005,0.0006,0.0014,
,BLANCO REACTIVO,0,,mg/L,13.9,-0.0045,0.0008,-0.0038,-0.0047,-0.0049,
,SA000156-032,0.0322,,mg/L,10.7,0.0039,0.0054,0.0036,0.0038,0.0044,
,SA000158-001,0.0365,,mg/L,25.5,0.0044,0.0057,0.0046,0.0032,0.0055,27.83018868
,SA000158-002,0.0483,,mg/L,8.7,0.0059,0.0047,0.0057,0.0055,0.0065,
,SA000158-004,0.0689,,mg/L,8.2,0.0084,0.0057,0.0077,0.0087,0.0089,
,SA000158-005,0.3828,,mg/L,0.7,0.0493,0.0069,0.0493,0.0496,0.0489,
,BLANCO REACTIVO,0,,mg/L,10.4,-0.0044,0.0005,-0.0048,-0.0043,-0.004,
,CERO CAL,0,,mg/L,4.3,-0.0053,0.0012,-0.0055,-0.0051,-0.0053,
,Ajuste Pendiente,1,,mg/L,1.5,0.0312,-0.0007,0.0308,0.0317,0.031,
,PATRON,0.4869,,mg/L,4.4,0.0142,-0.0004,0.0137,0.0141,0.0149,
,SA000158-006,0.0718,,mg/L,6.2,0.0089,0,0.0094,0.0083,0.0091,
,SA000158-016,0.2448,,mg/L,1.4,0.0314,0.0011,0.031,0.0319,0.0314,
,SA000158-017,0.0987,,mg/L,12.7,0.0124,0.0007,0.0133,0.0132,0.0105,
,SA000158-018,0.0933,,mg/L,3.9,0.0117,0.0004,0.0122,0.0113,0.0116,
,SA000158-019,0.6453,,mg/L,1.1,0.0873,-0.0008,0.0863,0.0872,0.0883,
,PATRON,0.518,,mg/L,3.3,0.0152,-0.0014,0.0157,0.015,0.0148,
,BLANCO,-0.0121,,mg/L,88.9,-0.0003,0.0002,-0.0006,0,-0.0004,
,BLANCO REACTIVO,0,,mg/L,6.8,-0.0049,0.0009,-0.0046,-0.0053,-0.0049,
,BCO,,,mg/L,,,,,,,
