,SA000036-041,1.2411,,mg/L,0.006,0.0081,0.0045,0.0055
,SA000036-042,1.0157,,mg/L,0.0049,0.0047,0.0046,0.0054
,SA000036-043,0.7381,,mg/L,0.0035,0.0041,0.0029,0.0036
,SA000036-044,0.7957,,mg/L,0.0038,0.0043,0.0038,0.0034
,SA000036-045,0.9326,,mg/L,0.0046,0.0058,0.0039,0.0041
,SA000036-046,0.7256,,mg/L,0.0035,0.0039,0.0038,0.0029
,SA000036-047,0.9226,,mg/L,0.0045,0.0031,0.0052,0.0051
,SA000036-048,0.1325,,mg/L,0.0006,0.0006,0.0005,0.0009
,SA000036-049,0.3758,,mg/L,0.0018,0.0016,0.0025,0.0014
,SA000036-050,0.2976,,mg/L,0.0014,0.0013,0.0022,0.0009
,PATRON,1.0001,,mg/L,0.1156,0.1158,0.1153,0.1155
,BLANCO,0.0077,,mg/L,0.0009,0.0003,0.0003,0.0021
,BLANCO REACTIVO,0,,mg/L,0.0018,0.0022,0.0022,0.0011
,SA000036-051,0.2267,,mg/L,0.0011,0.0006,0.0008,0.0019
,SA000036-052,0.0972,,mg/L,0.0005,0.0006,0.0004,0.0005
,SA000036-053,0.2781,,mg/L,0.0013,0.0011,0.002,0.0009
,SA000036-054,0.0414,,mg/L,0.0002,0.0008,0.0001,-0.0004
,SA000036-055,0.618,,mg/L,0.003,0.0025,0.0037,0.0028
,SA000036-056,0.3156,,mg/L,0.0015,0.0017,0.0006,0.0023
,SA000036-057,0.6049,,mg/L,0.0029,0.0031,0.0032,0.0025
,SA000036-058,4.0207,,mg/L,0.0198,0.0195,0.02,0.0199
,SA000036-059,2.7193,,mg/L,0.013,0.0138,0.0123,0.013
,SA000036-060,3.519,,mg/L,0.0169,0.0164,0.0171,0.0171
,PATRON,1.0073,,mg/L,0.1164,0.1173,0.1165,0.1153
,BLANCO,0.0058,,mg/L,0.0007,0.0013,0.0004,0.0003
,BLANCO REACTIVO,0,,mg/L,0.0021,0.0023,0.0024,0.0015
