,SA000048-025,0.2423,,mg/L,0.0011,0.0009,0.0015,0.001
,SA000048-026,24.3125,,mg/L,0.1124,0.1116,0.1124,0.1132
,SA000048-027,22.4361,,mg/L,0.1041,0.1037,0.1037,0.1048
,SA000048-028,35.467,,mg/L,0.1631,0.1631,0.1635,0.1626
,SA000048-029,38.0021,,mg/L,0.1744,0.174,0.1735,0.1758
,SA000048-030,31.2751,,mg/L,0.1438,0.1432,0.1445,0.1436
,PATRON,0.9988,,mg/L,0.1152,0.1152,0.1141,0.1162
,BLANCO,0.004,,mg/L,0.0005,0.0001,0.0006,0.0006
,BLANCO REACTIVO,0,,mg/L,-0.0008,-0.0005,-0.0006,-0.0013
,SA000048-031,27.1376,,mg/L,0.1253,0.1249,0.1259,0.1251
,SA000048-032,25.4872,,mg/L,0.1176,0.1172,0.1184,0.1172
,SA000048-033,39.2947,,mg/L,0.1797,0.1793,0.1791,0.1807
,SA000048-034,-0.0503,,mg/L,-0.0002,0.0006,-0.0008,-0.0005
,SA000048-035,0.422,,mg/L,0.0019,0.0017,0.0021,0.0021
,SA000048-036,20.6435,,mg/L,0.0956,0.0955,0.0955,0.0958
,SA000048-037,9.1601,,mg/L,0.0424,0.0424,0.043,0.0417
,SA000048-038,20.1776,,mg/L,0.0934,0.0932,0.0929,0.0941
,SA000048-039,21.0614,,mg/L,0.0975,0.0967,0.0975,0.0982
,SA000048-040,13.0817,,mg/L,0.0606,0.061,0.0606,0.0602
,PATRON,0.9912,,mg/L,0.1143,0.1146,0.1144,0.1139
,BLANCO,0.0026,,mg/L,0.0003,0,0.0006,0.0003
,BLANCO REACTIVO,0,,mg/L,-0.0012,-0.0007,-0.002,-0.0008
,SA000048-041,26.2704,,mg/L,0.1214,0.1219,0.1213,0.121
,SA000048-042,12.1484,,mg/L,0.0563,0.0571,0.0563,0.0554
,SA000048-043,4.5654,,mg/L,0.0211,0.0212,0.0212,0.021
,SA000048-044,13.3381,,mg/L,0.062,0.0619,0.0608,0.0632
,SA000048-045,13.2153,,mg/L,0.0613,0.061,0.0611,0.0619
,SA000048-046,11.314,,mg/L,0.0526,0.0518,0.0528,0.0531
,SA000048-047,14.7292,,mg/L,0.0683,0.0699,0.0679,0.0671
,SA000048-048,0.0331,,mg/L,0.0002,0.0008,-0.0001,-0.0003
,SA000048-049,0.0929,,mg/L,0.0004,-0.0003,0.0005,0.0011
,SA000048-050,7.6939,,mg/L,0.0357,0.0351,0.0358,0.0361
,PATRON,0.9965,,mg/L,0.1149,0.1143,0.1155,0.1149
,BLANCO,0.0023,,mg/L,0.0003,0.0007,0.0005,-0.0004
,BLANCO REACTIVO,0,,mg/L,-0.0008,-0.0007,-0.0009,-0.0008
,SA000048-051,33.0283,,mg/L,0.1521,0.1512,0.1523,0.1527
,SA000048-052,31.9051,,mg/L,0.1466,0.1468,0.1479,0.1452
,SA000048-053,44.2278,,mg/L,0.2019,0.2017,0.2013,0.2027
,SA000048-054,10.7375,,mg/L,0.0498,0.0505,0.0505,0.0484
,SA000048-055,10.1587,,mg/L,0.047,0.047,0.0479,0.0461
,SA000048-056,11.1551,,mg/L,0.0518,0.052,0.0519,0.0513
,SA000048-057,77.524,,mg/L,0.3364,0.3358,0.3381,0.3354
,SA000048-058,7.1883,,mg/L,0.0334,0.0343,0.0331,0.0327
,SA000048-059,0.0343,,mg/L,0.0002,0.0011,-0.0003,-0.0003
,SA000048-060,14.9123,,mg/L,0.0693,0.0678,0.0693,0.0707
,PATRON,0.9869,,mg/L,0.1138,0.114,0.1141,0.1134
,BLANCO,0.0082,,mg/L,0.0009,0.001,0.001,0.0008
,BLANCO REACTIVO,0,,mg/L,-0.001,-0.0016,0,-0.0016
